num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;     spec. type      
2277;   3062.58;SDSS J084356.54+195012.8           ;QSO;08 43 56.548 +19 50 12.88              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2278;   3064.83;2MASS J08430492+1905486            ;*  ;08 43 04.9309740096 +19 05 48.705195336;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2279;   3064.86;Cl* NGC 2632 JS 554                ;*  ;08 43 51.8144820917 +19 54 48.978330961;     ~   ;15.59    ;14.09    ;     ~   ;K7V                  
2280;   3067.57;SDSS J083736.73+190728.1           ;G  ;08 37 36.739 +19 07 28.19              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2281;   3068.08;UCAC4 549-045664                   ;*  ;08 44 01.2009997461 +19 39 39.898290150;     ~   ;12.899   ;12.099   ;12.000   ;~                    
2282;   3071.37;Cl* NGC 2632 HSHJ 472              ;*  ;08 43 57.9452703552 +19 30 59.179843728;     ~   ;     ~   ;     ~   ;     ~   ;M4.6                 
2283;   3073.77;2MASS J08385206+2026272            ;BD?;08 38 52.0698266592 +20 26 27.503431584;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2284;   3075.17;SDSS J083934.14+202953.9           ;QSO;08 39 34.150 +20 29 53.91              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2285;   3076.73;Cl* NGC 2632 PHJ 1                 ;LM*;08 36 54.618 +19 54 15.80              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2286;   3077.40;NVSS J083929+185019                ;Rad;08 39 29.651 +18 50 20.39              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2287;   3078.25;Cl* NGC 2632 JS 715                ;Er*;08 39 52.6395718416 +20 30 46.382269392;     ~   ;20.31    ;17.54    ;     ~   ;M3.0                 
2288;   3079.28;BD+19 2050                         ;*  ;08 37 28.1954521464 +19 09 44.439258276;     ~   ;9.91     ;9.54     ;     ~   ;F6V                  
2289;   3079.57;SDSS J084146.05+185227.9           ;WD*;08 41 46.0675473120 +18 52 28.076076156;     ~   ;     ~   ;     ~   ;     ~   ;DA                   
2290;   3086.08;2MASS J08430291+2015224            ;PM*;08 43 02.9173745040 +20 15 22.240387332;     ~   ;     ~   ;     ~   ;     ~   ;M4                   
2291;   3086.22;Cl* NGC 2632 HSHJ 469              ;*  ;08 43 51.3499787208 +19 23 54.350427804;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2292;   3087.02;[SPD2011] 66692                    ;ClG;08 42 55.7 +19 03 01                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2293;   3088.88;2MASS J08440260+1941371            ;LM*;08 44 02.5928300328 +19 41 36.982587768;     ~   ;     ~   ;     ~   ;     ~   ;M5V                  
2294;   3089.45;Cl* NGC 2632 S 3                   ;*  ;08 36 46.5740589816 +19 45 44.139618324;     ~   ;12.19    ;11.39    ;     ~   ;G                    
2295;   3094.33;Cl* NGC 2632 KW 504                ;*  ;08 43 15.2476512576 +19 07 55.267424256;     ~   ;14.0     ;     ~   ;     ~   ;~                    
2296;   3096.09;Cl* NGC 2632 JS 163                ;Er*;08 37 02.6781378782 +19 19 42.473065801;     ~   ;19.37    ;16.84    ;     ~   ;M2.1                 
2297;   3096.20;2MASS J08364812+1949027            ;LM*;08 36 48.0892835712 +19 49 02.539512588;     ~   ;     ~   ;     ~   ;     ~   ;M8V                  
2298;   3097.55;LB 8606                            ;blu;08 43 54.0 +19 55 00                   ;     ~   ;16.1     ;     ~   ;     ~   ;~                    
2299;   3099.71;SDSS J084113.94+203018.7           ;WD*;08 41 13.9368373200 +20 30 18.825146352;     ~   ;     ~   ;     ~   ;     ~   ;DA                   
2300;   3102.64;UGC 4532                           ;G  ;08 41 41.239 +18 51 36.52              ;     ~   ;15.4     ;     ~   ;     ~   ;~                    
2301;   3103.46;Cl* NGC 2632 JS 230                ;Er*;08 38 25.3797998916 +18 56 30.100682429;     ~   ;19.35    ;16.71    ;     ~   ;M2.9                 
2302;   3104.00;Cl* NGC 2632 KW 469                ;*  ;08 42 35.1781639992 +18 58 32.641402260;     ~   ;13.2     ;     ~   ;     ~   ;K0V:                 
2303;   3104.70;2MASX J08435743+1927460            ;G  ;08 43 57.437 +19 27 46.08              ;     ~   ;15.7     ;     ~   ;     ~   ;~                    
2304;   3105.18;SDSS J083831.55+202430.4           ;QSO;08 38 31.552 +20 24 30.43              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2305;   3106.07;Cl* NGC 2632 KW 53                 ;*  ;08 37 47.3891390616 +19 03 43.790914080;     ~   ;13.5     ;     ~   ;     ~   ;~                    
2306;   3108.48;Gaia DR3 661023165100102400        ;*  ;08 43 15.6860382384 +19 07 40.377730656;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2307;   3109.89;NVSS J084401+193126                ;Rad;08 44 01.064 +19 31 27.56              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2308;   3112.11;SDSS J084300.16+190328.8           ;BiC;08 43 00.166 +19 03 28.83              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2309;   3112.34;Cl* NGC 2632 S 5                   ;*  ;08 36 58.0151971152 +19 21 42.159091140;     ~   ;11.77    ;11.13    ;11.20    ;~                    
2310;   3114.51;SDSS J083820.88+202306.4           ;QSO;08 38 20.883 +20 23 06.44              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2311;   3114.60;Cl* NGC 2632 JS 191                ;*  ;08 37 35.0572780939 +20 13 26.538218488;     ~   ;17.34    ;15.37    ;     ~   ;M1.3                 
2312;   3115.95;LB 1869                            ;blu;08 41 48.0 +18 52 00                   ;     ~   ;17.5     ;     ~   ;     ~   ;~                    
2313;   3116.00;SDSS J084403.64+194457.9           ;QSO;08 44 03.648 +19 44 57.94              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2314;   3118.15;NVSS J084403+194459                ;Rad;08 44 03.8 +19 44 59                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2315;   3122.58;SDSS J083833.80+185455.0           ;QSO;08 38 33.809 +18 54 55.05              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2316;   3123.12;UCAC4 553-044579                   ;PM*;08 40 27.2717451312 +20 32 02.780362104;     ~   ;13.361   ;12.472   ;12.304   ;K4                   
2317;   3124.33;Cl* NGC 2632 WRS 1                 ;Er*;08 37 05.8365746728 +19 16 58.669085676;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
2318;   3126.12;LB 1825                            ;blu;08 37 36.0 +20 14 00                   ;     ~   ;19.1     ;     ~   ;     ~   ;~                    
2319;   3126.42;Cl* NGC 2632 KW 456                ;*  ;08 42 18.8308973784 +20 24 35.071437348;     ~   ;13.35    ;12.42    ;     ~   ;~                    
2320;   3126.89;SDSS J083810.22+185831.7           ;QSO;08 38 10.222 +18 58 31.71              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2321;   3127.49;SDSS J084404.32+193457.6           ;QSO;08 44 04.321 +19 34 57.66              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2322;   3133.46;2MASS J08402924+1847474            ;PM*;08 40 29.2433108496 +18 47 47.419195560;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
2323;   3134.46;SDSS J084343.45+191713.0           ;QSO;08 43 43.4617390200 +19 17 13.090385580;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2324;   3135.24;Cl* NGC 2632 S 210                 ;*  ;08 43 12.4014780672 +20 14 07.411930152;     ~   ;11.69    ;11.34    ;     ~   ;~                    
2325;   3137.13;Cl* NGC 2632 KW 502                ;*  ;08 43 13.5455323725 +20 13 51.441883740;     ~   ;12.6     ;12.3     ;     ~   ;~                    
2326;   3138.00;2MASS J08432915+2009000            ;BD?;08 43 29.1594896256 +20 09 00.007939188;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2327;   3143.57;SDSS J084029.02+203222.7           ;QSO;08 40 29.026 +20 32 22.77              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2328;   3145.12;SDSS J084332.85+191219.9           ;QSO;08 43 32.852 +19 12 19.96              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2329;   3146.91;Cl* NGC 2632 KW 456B               ;*  ;08 42 18.0 +20 25 06                   ;     ~   ;14.26    ;13.70    ;     ~   ;~                    
2330;   3149.42;Cl* NGC 2632 KW 39                 ;*  ;08 37 32.5861979088 +19 06 30.934049868;     ~   ;12.8     ;     ~   ;     ~   ;~                    
2331;   3150.50;2MASS J08413528+2029460            ;*  ;08 41 35.2819995576 +20 29 46.164383520;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2332;   3151.83;Cl* NGC 2632 JC 198                ;*  ;08 40 16.1611832664 +18 47 30.121379772;     ~   ;14.32    ;13.43    ;     ~   ;~                    
2333;   3152.97;2MASS J08431586+1906331            ;Er*;08 43 15.8661018264 +19 06 33.097905936;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
2334;   3153.20;Cl* NGC 2632 S 28                  ;*  ;08 37 51.3525617568 +20 18 24.883997760;     ~   ;11.35    ;11.16    ;11.20    ;F5V                  
2335;   3153.53;2MASS J08440334+1949561            ;*  ;08 44 03.3473858064 +19 49 56.141769576;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
2336;   3153.82;Cl* NGC 2632 S 14                  ;Ro*;08 37 22.2266341992 +20 10 37.238981570;     ~   ;12.077   ;11.378   ;     ~   ;G                    
2337;   3155.07;SDSS J084344.92+191708.4           ;QSO;08 43 44.921 +19 17 08.44              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2338;   3156.45;HD 74186                           ;SB*;08 43 07.0511295816 +19 04 06.083872140;     ~   ;10.09    ;9.56     ;     ~   ;F8V                  
2339;   3157.41;SDSS J084345.93+200240.9           ;QSO;08 43 45.9424264632 +20 02 40.949651328;     ~   ;20.61    ;20.47    ;     ~   ;~                    
2340;   3159.70;Cl* NGC 2632 S 161                 ;*  ;08 41 12.9178985328 +18 48 37.182798360;     ~   ;11.81    ;10.79    ;10.88    ;~                    
2341;   3161.04;Cl* NGC 2632 JS 260                ;Er*;08 38 56.9321526650 +18 51 29.304248724;     ~   ;19.60    ;17.03    ;     ~   ;M4V                  
2342;   3162.31;SDSS J084403.97+193020.0           ;QSO;08 44 03.974 +19 30 20.09              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2343;   3164.20;LEDA 1604918                       ;G  ;08 36 41.5 +19 46 16                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2344;   3164.48;SDSS J084402.73+192844.1           ;QSO;08 44 02.738 +19 28 44.18              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2345;   3165.02;Cl* NGC 2632 JC 97                 ;*  ;08 37 26.3930648488 +19 07 55.683699349;     ~   ;16.42    ;14.72    ;     ~   ;K7V                  
2346;   3169.21;2MASS J08425052+2020039            ;BD?;08 42 50.5202091792 +20 20 03.889036104;     ~   ;     ~   ;     ~   ;     ~   ;M4.4                 
2347;   3170.06;Gaia DR3 664452778090173568        ;*  ;08 39 53.4406614552 +20 32 20.694931908;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2348;   3170.75;GSC 01398-00420                    ;** ;08 39 53.3077879128 +20 32 21.134784120;     ~   ;10.82    ;10.41    ;10.36    ;F0                   
2349;   3170.82;TYC 1398-420-1                     ;*  ;08 39 53.295507 +20 32 21.18271        ;     ~   ;11.22    ;11.01    ;     ~   ;~                    
2350;   3170.88;TYC 1398-420-2                     ;*  ;08 39 53.352123 +20 32 21.35587        ;     ~   ;12.01    ;11.28    ;     ~   ;~                    
2351;   3175.68;SDSS J084256.75+190113.8           ;BiC;08 42 56.7493793208 +19 01 13.804194720;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2352;   3176.68;2MASS J08430351+1902450            ;BD?;08 43 03.516 +19 02 45.02              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2353;   3176.85;Gaia DR3 661015773460163456        ;WD?;08 43 03.1687539912 +19 02 39.849147816;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2354;   3176.87;Cl* NGC 2632 JC 102                ;*  ;08 37 31.0465610666 +19 06 14.246979723;     ~   ;15.53    ;13.99    ;     ~   ;K6V                  
2355;   3179.88;2MASS J08440699+1947301            ;Er*;08 44 06.9468241152 +19 47 29.912215020;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
2356;   3186.55;UCAC4 548-046328                   ;*  ;08 44 02.8320361316 +19 27 13.730737103;     ~   ;14.854   ;14.255   ;14.332   ;~                    
2357;   3187.86;SDSS J084329.88+201014.0           ;QSO;08 43 29.882 +20 10 14.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2358;   3189.81;SDSS J084151.39+185100.0           ;QSO;08 41 51.391 +18 51 00.03              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2359;   3191.30;LB 1826                            ;blu;08 37 42.0 +19 03 00                   ;     ~   ;19.2     ;     ~   ;     ~   ;~                    
2360;   3194.54;2MASS J08392552+2031265            ;*  ;08 39 25.52 +20 31 26.5                ;     ~   ;     ~   ;     ~   ;     ~   ;M3                   
2361;   3194.76;LEDA 1592826                       ;G  ;08 44 03.4 +19 27 12                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2362;   3195.19;SDSS J083826.89+202536.1           ;QSO;08 38 26.8975544400 +20 25 36.132834612;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2363;   3197.03;LEDA 1593639                       ;G  ;08 44 04.856 +19 28 28.93              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2364;   3197.51;SDSSCGB 36610.3                    ;G  ;08 44 02.017 +19 54 29.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2365;   3199.05;SDSSCGB 36610.2                    ;G  ;08 44 02.289 +19 54 20.96              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2366;   3202.41;SDSSCGB 36610.5                    ;G  ;08 44 02.517 +19 54 21.94              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
2367;   3203.13;LP 425-47                          ;PM*;08 36 37.6858532136 +19 43 32.212952184;     ~   ;19.0     ;     ~   ;16.9     ;~                    
2368;   3204.38;Cl* NGC 2632 KW 28                 ;*  ;08 37 21.7625798808 +20 11 54.223610856;     ~   ;13.2     ;     ~   ;     ~   ;G0                   
